capability_id,domain,capability,benchmark_behavior,neural_critic_equivalent,status,verification_level,entry_points,owner_files,data_source,journey,evidence,known_limitations,dependencies,regression_risk,last_verified,milestone,notes
"NC-GS-187","Newsroom & Admin Operations","Subscriber Desk admin gate","Subscriber management is visible only to approved administrators.","Subscriber Desk is noindex and redirects signed-out users through the approved editor/admin entry.","✅","V3","newsroom.html; subscribers.html; GitHub Actions","subscribers.html; assets/subscribers.js; supabase/functions/newsletter-admin/index.ts","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Use approved role → pass gate → perform scoped operational action → source/audit/reload agree → unauthorized role rejected.","E-BROWSER-PRIVATE; E-PRIVATE-CONSOLE-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact signed-out boundary/noindex state is proven; reader/editor/admin positive and negative role separation remains unverified.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M3","Newsroom/admin boundaries are protected; no privileged result is inferred from hidden UI."
"NC-GS-188","Newsroom & Admin Operations","Subscriber status mutation","Authorized admins can unsubscribe/reactivate records with provider reconciliation.","Subscriber Desk calls newsletter-admin mutations for subscriber state/sync.","🟡","V2","newsroom.html; subscribers.html; GitHub Actions","assets/subscribers.js; supabase/functions/newsletter-admin/index.ts","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Admin mutates synthetic subscriber → source/provider/reload agree → editor/reader rejected → cleanup.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","No admin fixture, synthetic subscriber, or provider environment.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M1","Newsroom/admin boundaries are protected."
"NC-GS-189","Newsroom & Admin Operations","Comment moderation and reporting","Readers can report content and authorized staff can moderate it with role enforcement.","Community exposes reports; moderation tables/controls are referenced by community/admin code.","🟡","V2","newsroom.html; subscribers.html; GitHub Actions","assets/community-stable.js; assets/community-actions-v2.js; assets/community-profile.js","comment_reports; article_comments; editor/admin identity","Reader reports disposable comment → admin reviews/moderates → source/reload agree → reader cannot moderate → cleanup.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Report control rendered, but report write, moderation UI, role rejection, and cleanup were not proven.","community RLS; admin role; fixture thread","critical","2026-09-02","M1","Newsroom/admin boundaries are protected."
"NC-GS-190","Newsroom & Admin Operations","GitHub publication automation","Repository publication workflows rebuild, audit, and deploy generated public state reliably.","Refresh/build, Publication health, Pages, and commerce workflows operate on main with bounded permissions.","✅","V5","newsroom.html; subscribers.html; GitHub Actions",".github/workflows/build-publication.yml; .github/workflows/publication-health.yml; scripts/build_*.py; scripts/audit_*.py","Git repository, Supabase published rows, GitHub Actions/Pages","Authorized workflow fetches published state → generates surfaces → audits pass → commit/deploy succeeds with read/write scopes as configured.","E-GHA-LIVE; E-AUDIT-PUBLIC; E-CI-EXACT-M3","Historical main publication automation is operational and exact-branch Publication Health passed; the branch itself was not merged or deployed through production Pages.","GitHub Actions permissions/secrets; live Supabase; Pages","critical","2026-09-02","M3","V5 remains scoped to the pre-existing operational main pipeline; the exact branch adds CI health, not a production deployment claim."
"NC-GS-191","Platform Quality","Desktop responsive layout","Public surfaces remain usable at common desktop widths.","Shared/public responsive styles and representative desktop browser routes render without broken resources.","🟡","V3","all public/private templates and automated health checks","assets/public-responsive.css; assets/public-scale.css; assets/site.css","static templates/assets; browser storage; Supabase policies/config; CI","Run deterministic checks and representative browser states → no unintended public change → regressions fail loudly.","E-BROWSER-PUBLIC; E-BROWSER-ARTICLE; E-CANARY-M3; E-ARTICLE-BROWSER-M3","Representative article overflows horizontally at 1363px: document width 1534px, with the article sidebar reaching the overflow edge (BUG-M3-01); reproduced on current production.","shared CSS/JS; browser; audit suite; protected security configuration","high","2026-09-02","M3","Downgraded from complete because real-browser evidence contradicts the prior no-overflow claim; no CSS repair is authorized here."
"NC-GS-192","Platform Quality","Mobile responsive layout","Public surfaces remain usable at phone widths with compact navigation and readable articles.","Responsive CSS contains mobile breakpoints across public/article/community/game surfaces.","🟡","V2","all public/private templates and automated health checks","assets/public-responsive.css; assets/public-accessibility.js; assets/performance.js; scripts/audit_overhaul_baseline.py","static templates/assets; browser storage; Supabase policies/config; CI","Run deterministic checks and representative browser states → no unintended public change → regressions fail loudly.","E-SRC-REPO; E-AUDIT-PUBLIC; E-MOBILE-BLOCKED","Static responsive coverage passes, but this environment could not run a real mobile viewport/device journey.","responsive CSS; mobile navigation; touch/focus behavior","high","2026-09-02","M1","Platform verification adds no public redesign."
"NC-GS-193","Platform Quality","Light theme","All major surfaces remain legible and functional in light mode.","Theme toggle and light-fix styles switch the document to light.","✅","V4","all public/private templates and automated health checks","assets/app.js; assets/public-light-fixes.css; assets/site.css","static templates/assets; browser storage; Supabase policies/config; CI","Run deterministic checks and representative browser states → no unintended public change → regressions fail loudly.","E-BROWSER-THEME; E-INTERACTION-M3","Exact-branch pointer selection reached light and survived reload; every route was not visually diffed in light mode.","theme storage; per-module light overrides","high","2026-09-02","M3","Existing local-preference V4 evidence is strengthened without claiming server persistence."
"NC-GS-194","Platform Quality","Dark theme","All major surfaces remain legible and functional in dark mode.","Dark is the default theme and the toggle restores it after light mode.","✅","V4","all public/private templates and automated health checks","assets/app.js; assets/site.css; module theme rules","static templates/assets; browser storage; Supabase policies/config; CI","Run deterministic checks and representative browser states → no unintended public change → regressions fail loudly.","E-BROWSER-THEME; E-INTERACTION-M3","Exact-branch keyboard activation restored dark and survived reload; exhaustive visual regression coverage is not present.","shared CSS/JS; browser; audit suite; protected security configuration","high","2026-09-02","M3","Existing local-preference V4 evidence is strengthened without claiming server persistence."
"NC-GS-195","Platform Quality","Theme persistence across reload","A chosen visual theme survives reload without a contradictory flash/state.","neural-critic-theme local preference is applied in head/runtime and restored by the toggle.","✅","V4","all public/private templates and automated health checks","public HTML head theme bootstrap; assets/app.js","static templates/assets; browser storage; Supabase policies/config; CI","Dark → choose Light → reload remains Light → restore Dark.","E-BROWSER-THEME; E-INTERACTION-M3","Exact-branch light and dark choices each survived reload in the representative browser journey.","shared CSS/JS; browser; audit suite; protected security configuration","high","2026-09-02","M3","This is local preference persistence, not a server-backed reader claim."
"NC-GS-196","Platform Quality","Keyboard and focus interaction","Navigation, dialogs, menus, forms, and media controls are operable with visible focus.","Public accessibility module and CSS provide focus-visible/dialog/menu keyboard handling.","🟡","V3","all public/private templates and automated health checks","assets/public-accessibility.js; assets/public-responsive.css; assets/reader-auth-v2.js","static templates/assets; browser storage; Supabase policies/config; CI","Keyboard traverse representative header/search/article/auth/community/media flows → focus order/state/escape behavior remain correct.","E-SRC-REPO; E-AUDIT-PUBLIC; E-INTERACTION-M3; E-ARTICLE-BROWSER-M3","Representative keyboard search, Reading Map, theme, image viewer, auth, and Escape paths ran, but viewer and search closure fail to restore trigger focus (BUG-M3-03/04); no exhaustive keyboard pass.","semantic markup; module focus ownership; visible focus styles","high","2026-09-02","M3","Promoted to V3 for observed interaction while remaining partial because focus defects are real."
"NC-GS-197","Platform Quality","Semantic and ARIA states","Controls expose names, roles, pressed/expanded/status/error states to assistive technology.","Accessibility/auth/community/follow modules set ARIA labels, pressed states, live/status semantics, and alt text.","🟡","V3","all public/private templates and automated health checks","assets/public-accessibility.js; assets/reader-auth-v2.js; assets/entity-follows-v2.js; assets/saved-stories.js","static templates/assets; browser storage; Supabase policies/config; CI","Inspect representative accessibility tree and state transitions for all interactive modules.","E-SRC-REPO; E-AUDIT-PUBLIC; E-INTERACTION-M3; E-ARTICLE-BROWSER-M3","Representative dialog, label, pressed, copied/status, media-alt, and auth-gate transitions were observed; no full accessibility-tree or screen-reader audit was performed.","consistent dynamic state updates; semantic templates","high","2026-09-02","M3","Promoted only to representative browser evidence; assistive-technology completeness is not claimed."
"NC-GS-198","Platform Quality","Performance and lazy media","Images/scripts avoid unnecessary blocking and retain stable layout where practical.","Performance module applies lazy/decode behavior and public assets use preconnect/guarded enhancement.","✅","V2","all public/private templates and automated health checks","assets/performance.js; public HTML heads; assets/local-assets.js","static templates/assets; browser storage; Supabase policies/config; CI","Run deterministic checks and representative browser states → no unintended public change → regressions fail loudly.","E-SRC-REPO; E-AUDIT-PUBLIC","Deterministic contracts pass; no lab/field performance budget was measured.","shared CSS/JS; browser; audit suite; protected security configuration","high","2026-09-02","M1","Platform verification adds no public redesign."
"NC-GS-199","Platform Quality","Public, private, RLS, and secret boundaries","Anonymous readers see only intended data; privileged writes require correct roles; no service secret reaches client code.","Private noindex gates, deployed RLS policies, Edge auth checks, public-key clients, and client secret scans define boundaries.","🟡","V2","all public/private templates and automated health checks","supabase/migrations/*.sql; supabase/functions/*/index.ts; assets/supabase-config.js; scripts/audit_overhaul_baseline.py; scripts/audit_live_auth_boundaries.py","static templates/assets; browser storage; Supabase policies/config; CI","Run anonymous/reader/editor/admin positive and negative reads/writes against every protected table/function → scan built client → no secret exposure.","E-SUPABASE-STRUCTURE; E-AUDIT-PUBLIC; E-ADMIN-BLOCKED; E-LIVE-AUTH-BOUNDARY-M2; E-SUPABASE-POLICY-M2; E-AUTH-FIXTURE-BLOCKED-M2; E-RLS-M3; E-AUTH-FIXTURE-BLOCKED-M3; E-SUPABASE-ADVISOR-M3","Repeated anonymous controls pass and seven protected reads deny with 401; the full authenticated role/write matrix remains blocked, and leaked-password protection is an unresolved owner decision; Edge Functions use internal auth checks with verify_jwt=false.","complete deployed policies; role fixtures; server-only service credential; Edge auth","critical","2026-09-02","M3","Read-only boundary evidence was repeated without changing RLS, Auth, secrets, or the advisor setting."
"NC-GS-200","Platform Quality","Regression and publication health suite","Deterministic protected contracts fail CI on canonical, build, reference, runtime, security, or ledger regressions.","Publication health runs domain audits, the Milestone 0 contract, the 200-row ledger, live/static parity, protected-runtime integration, and live anonymous boundary checks.","✅","V2","all public/private templates and automated health checks",".github/workflows/publication-health.yml; scripts/audit_*.py; scripts/test_protected_runtime.js; scripts/audit_live_auth_boundaries.py; docs/OVERHAUL_BASELINE.md","static templates/assets; browser storage; Supabase policies/config; CI","Generate publication → parse code → run all audits → ledger/parity/canonical/security failures produce nonzero exit.","E-AUDIT-PUBLIC; E-SYNTAX; E-GHA-LIVE; E-PROTECTED-RUNTIME-M2; E-LIVE-AUTH-BOUNDARY-M2; E-CI-EXACT-M3","Publication Health succeeded on exact branch commit cfc8f993abbb2ea246c7b8182d4acfec6aea8ac5; the suite remains deterministic/integration evidence rather than a V3 UI claim.","Python 3.12; Node; live Supabase for live parity and anonymous boundary; workflow runners","critical","2026-09-02","M3","Exact-commit CI evidence was added without changing product behavior."
